user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
washingtonpost,6665748878039842822,6979979220042796294,New Yorkers received an emergency alert last night on their phones asking them to avoid energy-intensive appliances for the duration of the heat wave.,1625153059,14,https://www.tiktok.com/@washingtonpost/video/6979979220042796294?lang=en,36600,480,197,194400
washingtonpost,6665748878039842822,6979665474502053126,"The all-time high of 121° F in British Columbia on Tuesday beat the previous record by 8 degrees, leaving experts deeply concerned for the planet.",1625080008,9,https://www.tiktok.com/@washingtonpost/video/6979665474502053126?lang=en,17800,315,304,135000
washingtonpost,6665748878039842822,6979622703695219974,"In Los Angeles, 123 people were infected with the delta variant from June 4 to 18. Ten were fully vaccinated but did not need hospital care.",1625070050,32,https://www.tiktok.com/@washingtonpost/video/6979622703695219974?lang=en,17000,471,132,104100
washingtonpost,6665748878039842822,6979319272291962117,Prosecutors view CFO Allen Weisselberg as a key potential witness in the ongoing investigations into the Trump Organization.,1624999401,9,https://www.tiktok.com/@washingtonpost/video/6979319272291962117?lang=en,3664,38,32,30600
washingtonpost,6665748878039842822,6979266232897883398,The Arizona audit explained. #CyberNinjas #ArizonaAudit #2020election,1624987052,35,https://www.tiktok.com/@washingtonpost/video/6979266232897883398?lang=en,24900,427,504,177300
washingtonpost,6665748878039842822,6978954254891486469,E-cigarette company Juul agreed to pay North Carolina $40 million to settle allegations that the company aggressively marketed to teens.,1624914414,10,https://www.tiktok.com/@washingtonpost/video/6978954254891486469?lang=en,16200,111,154,108100
washingtonpost,6665748878039842822,6978884264549010694,"In states like New York, where marijuana is legalized, the smell of marijuana no longer serves as probable cause in a search.",1624898119,6,https://www.tiktok.com/@washingtonpost/video/6978884264549010694?lang=en,19900,51,84,128500
washingtonpost,6665748878039842822,6977830881952140550,A Minnesota judge on Friday sentenced former police officer Derek Chauvin to 22.5 years in prison for the murder of George Floyd.,1624652859,45,https://www.tiktok.com/@washingtonpost/video/6977830881952140550?lang=en,5377,40,50,37000
washingtonpost,6665748878039842822,6977748536003677445,President Biden signed off Thursday on a bipartisan agreement that would pump hundreds of billions of dollars into infrastructure projects.,1624633686,20,https://www.tiktok.com/@washingtonpost/video/6977748536003677445?lang=en,4364,22,58,27300
washingtonpost,6665748878039842822,6977462051023179014,The rapid spread of the delta variant of the coronavirus is expected to affect poorly vaccinated regions of the U.S. the most. #coronavirus #delta,1624566983,27,https://www.tiktok.com/@washingtonpost/video/6977462051023179014?lang=en,16700,421,159,98500
washingtonpost,6665748878039842822,6977392077256641798,"Dr. Anthony Fauci said Wednesday, “you could just do all the things you want to do on the Fourth of July if, in fact, you’re vaccinated.”",1624550691,13,https://www.tiktok.com/@washingtonpost/video/6977392077256641798?lang=en,47300,1189,1471,307100
washingtonpost,6665748878039842822,6977090271813061894,"If you’re not sure about something you see on TikTok, tag us! #misinformation #conspiracies",1624480421,42,https://www.tiktok.com/@washingtonpost/video/6977090271813061894?lang=en,150200,1255,1231,767900
washingtonpost,6665748878039842822,6977025035831610629,"In recent days, prominent Democrats have signaled they would support a form of voter ID laws to win broader support for more voting rights.",1624465233,41,https://www.tiktok.com/@washingtonpost/video/6977025035831610629?lang=en,9709,136,299,48100
washingtonpost,6665748878039842822,6976715762937367814,Most experts agree herd immunity from COVID-19 could be achieved once 75% to 80% of Americans are vaccinated. #coronavirus #herdimmunity,1624393225,42,https://www.tiktok.com/@washingtonpost/video/6976715762937367814?lang=en,104900,1114,2550,618700
washingtonpost,6665748878039842822,6976665413279075589,"In April 2020, a pizza oven was stolen from Pizzeria Paradiso. Now, the owner is offering a free pizza party to anyone with information. #PizzaHeist",1624381502,25,https://www.tiktok.com/@washingtonpost/video/6976665413279075589?lang=en,17800,106,54,135200
washingtonpost,6665748878039842822,6976296950400437509,"On Sunday night, Madison Square hosted its first full-capacity concert since last March. #DaveChappelle #FooFighters #Creep #MSG",1624295712,28,https://www.tiktok.com/@washingtonpost/video/6976296950400437509?lang=en,8025,253,47,47900
washingtonpost,6665748878039842822,6976260290572815621,What #juneteenth means to award-winning staff writer DeNeen Brown.,1624287178,54,https://www.tiktok.com/@washingtonpost/video/6976260290572815621?lang=en,1411,13,23,13300
washingtonpost,6665748878039842822,6975237782373436677,"On Thursday, President Biden signed into law a measure that finally made Juneteenth a federal holiday. #Juneteenth #June19th",1624049105,25,https://www.tiktok.com/@washingtonpost/video/6975237782373436677?lang=en,13300,113,162,67700
washingtonpost,6665748878039842822,6975174401570491653,The third attempt to derail the Affordable Care Act at the Supreme Court suffered the same unsuccessful fate of the first two on Thursday. #ObamaCare,1624034349,23,https://www.tiktok.com/@washingtonpost/video/6975174401570491653?lang=en,6398,53,58,36500
washingtonpost,6665748878039842822,6974868199254789382,What is real,1623963055,17,https://www.tiktok.com/@washingtonpost/video/6974868199254789382?lang=en,6564,53,97,44600
washingtonpost,6665748878039842822,6974800770235518214,"A dramatization of recent events in a small town in Maryland, where a lottery winner chose to remain anonymous. #731million #lottery",1623947356,21,https://www.tiktok.com/@washingtonpost/video/6974800770235518214?lang=en,32200,306,134,210000
washingtonpost,6665748878039842822,6974467830821424390,Be #BetterThanDave,1623869837,29,https://www.tiktok.com/@washingtonpost/video/6974467830821424390?lang=en,10600,107,81,56800
